id	SYSTEM	SUBSYSTEM	DESCRIPTION	ORIGINAL.SOURCE	COMMENTS	REFERENCE	PATHWAYS.USED
X39	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	Fructose degradation (to glucose-3-phosphate)	iHSA (31)/recon2 (117)	Fructose is converted in liver, kidney and intestinal mucosa by fructokinase to fructose 1-P (Fig. 3.1.1-2). This reaction is independent of hormones (therefore diabetics can tolerate fructose). In liver and kidney, this compound is cleaved by fructose bisphosphate aldolase B to glycerone-P	PAGE 37-38	KHK (ketohexokinase - atp + fru --> adp + f1p + h) - FBA2 (D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase - f1p <==> dhap + glyald) - TRIOK (triokinase- atp + glyald --> adp + g3p + h)
X4	ENERGY METABOLISM	KREBS CYCLE	Krebs cycle - NADH generation	iHSA (254)	The cycle operates only under aerobic conditions, since it requires the quick reconstitution of NAD+ from NADH by the respiratory chain.	PAGE 56	CSm (citrate synthase - accoa + h2o + oaa --> cit + coa + h) - ACONTm (Aconitate hydratase - cit <==> icit) - ICDHxm (Isocitrate dehydrogenase (NAD+) - icit + nad --> akg + co2 + nadh) - AKGDm (2-oxoglutarate dehydrogenase - akg + coa + nad --> co2 + nadh + succoa) - SUCOAS1m (Succinate--CoA ligase (GDP-forming) - coa + gtp + succ <==> gdp + pi + succoa) - SUCD1m (succinate dehydrogenase - fad + succ <==> fadh2 + fum) -FUMm (fumarase- fum + h2o <==> mal-L) - MDHm (malate dehydrogenase - mal-L + nad <==> h + nadh + oaa)
X40	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	Fructose to glucose conversion (via fructose-6-phosphate)	iHSA (31)/recon2 (320)	https://en.wikipedia.org/wiki/Fructolysis	PAGE 37-38	HEX7 (hexokinase (D-fructose:ATP) - atp + fru --> adp + f6p + h)
X41	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-glucose synthesis	iHSA (33)	Uridine diphosphate glucose (uracil-diphosphate glucose, UDP-glucose) is a nucleotide sugar involved in glycosyltransferase reactions in metabolism. It is a precursor of glycogen and can be converted into UDP-galactose and UDP-glucuronic acid, which can then be used as substrates by the enzymes that make polysaccharides containing galactose and glucuronic acid.	PAGE 42-44	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) PGMT (phosphoglucomutase - g1p <==> g6p) - GALU (UTP-glucose-1-phosphate uridylyltransferase - g1p + h + utp <==> ppi + udpg)
X42	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-galactose synthesis	iHSA (34)/recon2 (125)	Uridine diphosphate galactose is a nucleotide sugar involved in glycosyltransferase reactions synthesized from UDP-glucose using UDPglucose 4-epimerase	PAGE 49	GALK (galactokinase - atp + gal --> adp + gal1p + h) - GALT (galactose-1-phosphate uridylyltransferase - gal1p + h + utp <==> ppi + udpgal)
X43	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-glucuronate synthesis	iHSA (35)	Uridine diphosphate glucuronate is a nucleotide sugar involved in glycosyltransferase reactions synthesized from UDP-glucose using UDPglucose 6-dehydrogenase -- Uronic acids are derivatives of hexoses, in which the hydroxyl group at C-6 is oxidized to a carboxyl group. This primary oxidation takes place with UDP-glucose or GDP-mannose (not with the free sugar). By 4¢or 5¢epimerizations (1.2.1), UDP-D-glucuronate is converted into UDP-D-galacturonate or into UDP-L-iduronate, respectively. Uronic acids (as well as aldonic acids, 3.1.5.2) and their derivatives have a strong tendency to form internal esters (lactones)	PAGE 50	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) PGMT (phosphoglucomutase - g1p <==> g6p) - GALU (UTP-glucose-1-phosphate uridylyltransferase - g1p + h + utp <==> ppi + udpg) - UDPGD (UDPglucose 6-dehydrogenase - h2o + (2) nad + udpg --> (3) h + (2) nadh + udpglcur)
X44	CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	GDP-L-fucose synthesis	iHSA (36)/recon2 (118)	PMID: 12651883 // Isomerization of fructose 6-P by the respective enzymes results in either glucose 6-P (3.1.1.1) or in the other epimer, mannose 6-P. Conversion to mannose 1-P and further on to GDP-mannose yields the activated sugar as a precursor of glycoproteins and glycolipids (4.4.1, 4.4.2) as well as of mannuronates (e.g., alginate, 3.1.5.1). The biosyntheses of L-rhamnose (6-deoxy-L-mannose) and L-fucose (6-deoxy-L-galactose) proceed via dehydration, epimerization and consecutive reduction of dTDP-glucose and of GDPmannose, respectively (Fig. 3.1.5-2). L-Rhamnose combines with polymeric galacturonate (pectate) to form rhamnogalacturonan, which is essential for the formation of primary plant cell walls (3.1.6.3). L-Rhamnose is also present in bacterial cell walls (3.10.1). L-Fucose is an important component of many glycoproteins (4.4.1 and 4.4.2).	PAGE 51	FK (Fucokinase - atp + fuc-L --> adp + fuc1p-L + h) - F1PGT (fucose-1-phosphate guanylyltransferase - fuc1p-L + gtp + h <==> gdpfuc + ppi)
X45	CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	Mannose degradation (to fructose-6-phosphate)	new	Glucose directly enters the main pathway of glycolysis (Fig. 3.1.1-1) by phosphorylation (3.1.1.2). In contrast, mannose is first phosphorylated and then isomerized to fructose 6-P (its biosynthesis is discussed in 3.1.5.6). The interconversion of galactose to glucose and vice versa (via 1-phosphates and UDP-derivatives) by epimerization and transferase reactions takes place during both galactose catabolism and anabolism	PAGE 37-38	HEX4 (hexokinase (D-mannose:ATP) - atp + man --> adp + h + man6p) - MAN6PI (mannose-6-phosphate isomerase - man6p <==> f6p)
X46	CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	GDP-mannose synthesis	iHSA (37 and 189)	Isomerization of fructose 6-P by the respective enzymes results in either glucose 6-P (3.1.1.1) or in the other epimer, mannose 6-P. Conversion to mannose 1-P and further on to GDP-mannose yields the activated sugar as a precursor of glycoproteins and glycolipids (4.4.1, 4.4.2) as well as of mannuronates (e.g., alginate)	PAGE 51	HEX4 (hexokinase (D-mannose:ATP) - atp + man --> adp + h + man6p) - PMANM (phosphomannomutase -man1p <==> man6p) - MAN1PT2 (mannose-1-phosphate guanylyltransferase (GDP) - gdp + h + man1p --> gdpmann + pi)
X47	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	UDP-N-acetyl D-galactosamine synthesis	iHSA (38)/recon2 (30)	The biosynthesis of amino sugars starts from D-fructose 6-P by a transamination reaction with glutamine, yielding D-glucosamine 6-P. Apparently, a Schiff base is the intermediate. Thereafter, acetylation by acetyl-CoA takes place, followed by a mutase reaction to yield N-acetylglucosamine 1-P, and by the formation of the UDP-derivative. UDP-N-acetyl-D-glucosamine is the substrate for epimerization reactions at the 4-position (yielding UDP-N-acetylgalactosamine) or at the 2-position (yielding UDP-N-acetylmannosamine, which, however, is immediately hydrolyzed to N-acetyl-D-mannosamine). Acetylation reactions can also take place with unphosphorylated amino sugars	PAGE 54	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - PGI (glucose-6-phosphate isomerase - g6p <==> f6p) - GF6PTA (glutamine-fructose-6-phosphate transaminase - f6p + gln-L --> gam6p + glu-L) - ACGAM6PSi (N-acetylglucosamine-6-phosphate synthase - accoa + gam6p --> acgam6p + coa + h) - ACGAMPM (phosphoacetylglucosamine mutase - acgam6p <==> acgam1p) - UAGDP (UDP-N-acetylglucosamine diphosphorylase -acgam1p + h + utp --> ppi + uacgam) - UAG4E (UDP-N-acetylglucosamine 4-epimerase-uacgam <==> udpacgal)
X48	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	CMP-N-acetylneuraminate synthesis	iHSA (39)/recon2(31)	http://www.genome.jp/kegg-bin/show_pathway?map00520+C00128 -- Either N-acetyl-D-mannosamine or its 6-phosphate can be condensed with phosphoenolpyruvate to yield N-acetylneuraminate (sialate) or its 6-phosphate, respectively, which is thereafter dephosphorylated. The ring form of this compound includes the 3 added C-atoms. Sialate is an essential component of gangliosides. For introduction into these compounds, it is activated as CMP-derivative	PAGE 54	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - PGI (glucose-6-phosphate isomerase - g6p <==> f6p) - GF6PTA (glutamine-fructose-6-phosphate transaminase - f6p + gln-L --> gam6p + glu-L) - ACGAM6PSi (N-acetylglucosamine-6-phosphate synthase - accoa + gam6p --> acgam6p + coa + h) - ACGAMPM (phosphoacetylglucosamine mutase - acgam6p <==> acgam1p) - UAGDP (UDP-N-acetylglucosamine diphosphorylase -acgam1p + h + utp --> ppi + uacgam) - UAG2EMAi (UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)- h2o + uacgam --> acmana + h + udp) - AMANK (N-acetyl-D-mannosamine kinase - acmana + atp --> acmanap + adp + h) -ACNAM9PL (N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating) - acmanap + h2o + pep --> acnamp + pi) - ACNAMPH (N-Acetylneuraminate 9-phosphate phosphohydrolase - acnamp + h2o --> acnam + pi) -CMPSAS (CMP sialic acid synthase - acnam + ctp --> cmpacna + ppi)
X49	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	N-Acetylglucosamine synthesis	iHSA (40)	N-Acetylglucosamine (N-acetyl-D-glucosamine, or GlcNAc, or NAG) is a monosaccharide derived from glucose -- Amino sugars are sugar derivatives, in which a hydroxyl group has been replaced by an amino group. Frequently, they are acetylated. Other prominent derivatives are, e.g., N-acetylneuraminic acid (sialic acid) and N-acetylmuramic acid. They play an important role in glycoproteins and glycolipids, as components of cell walls and of exoskeletons	PAGE 54	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - PGI (glucose-6-phosphate isomerase - g6p <==> f6p) - GF6PTA (glutamine-fructose-6-phosphate transaminase - f6p + gln-L --> gam6p + glu-L) - ACGAM6PSi (N-acetylglucosamine-6-phosphate synthase - accoa + gam6p --> acgam6p + coa + h) - ACGAMPM (phosphoacetylglucosamine mutase - acgam6p <==> acgam1p) - UAGDP (UDP-N-acetylglucosamine diphosphorylase -acgam1p + h + utp --> ppi + uacgam) - UAG2EMAi (UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)- h2o + uacgam --> acmana + h + udp) ) ACGAM2E (N-acetylglucosamine 2-epimerase - acgam <==> acmana)
X5	ENERGY METABOLISM	ATP GENERATION	ATP regeneration (glycolysis + krebs cycle)	iHSA (302)/recon2 (1)	Glycolysis (Embden-Meyerhof pathway) is the conversion of glucose (or, in a wider sense, of hexoses) to pyruvate. In consecutive metabolic steps, pyruvate is oxidized in the citrate cycle or, with insufficient oxygen supply, converted to lactate (e.g., in animals, some microorganisms, and plant roots) or to ethanol (e.g., in yeast and plant roots) in order to reconstitute NAD+, which is required for further progress of glycolysis. -- The citrate cycle (Krebs cycle, tricarboxylic acid cycle) plays the central role in metabolism both of eukarya and most prokarya. It is the major site of oxidation of carbon chains from carbohydrates, fatty acids (both entering via acetyl-CoA) and many amino acids to CO2 and water. It supplies NADH as essential substrate for the oxidative phosphorylation in the respiratory chain and thus has a major role in energy metabolism	PAGE 37-39 / PAGE 55-56	
X50	CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via inositol)	iHSA (41)	Glucuronic acid is a sugar acid derived from glucose (through UDP-glucose). It is a common building block of proteoglycans and glycoglycerolipids -- The most prominent naturally occurring inositol, myo-inositol, is formed from glucose 1-phosphate in a NAD+-catalyzed oxidation/ reduction reaction. It is a cyclic alcohol with 6 hydroxyl groups, one of many stereoisomers. In the phosphorylated form, it plays an important role in intracellular signal transfer and is also present in phospholipids and in glycolipid anchors of proteins	PAGE 50	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - MI1PS (myo-Inositol-1-phosphate synthase - g6p --> mi1p-D) - MI1PP (myo-inositol 1-phosphatase - h2o + mi1p-D --> inost + pi) - INOSTO (inositol oxygenase - inost + o2 --> glcur + h + h2o)
X51	CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via udp-glucose)	iHSA (41)	Glucuronic acid is a sugar acid derived from glucose (through UDP-glucose). It is a common building block of proteoglycans and glycoglycerolipids	PAGE 50	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) PGMT (phosphoglucomutase - g1p <==> g6p) - GALU (UTP-glucose-1-phosphate uridylyltransferase - g1p + h + utp <==> ppi + udpg) - UDPGD (UDPglucose 6-dehydrogenase - h2o + (2) nad + udpg --> (3) h + (2) nadh + udpglcur)- UDPGNP(UDPglucuronate uridine-h2o + udpglcur --> glcur + h + udp)
X52	CARBOHYDRATES METABOLISM	KETOGENESIS	Synthesis of acetone	recon2 (24)	a-Oxidation in animals starts with the acyl-CoA dehydrogenase reaction. The removed hydrogens are taken up by FAD, which is reoxidized by the electron transferring flavoprotein, ETF (a FAD-linked matrix protein). ETF transfers the reducing equivalents via the ETFubiquinone dehydrogenase to the ubiquinone pool of the respiratory chain. The other reducing step of the fatty acid oxidation, the 3-hydroxyacyl-CoA dehydrogenase reaction yields NADH, which is reoxidized by the NADH dehydrogenase complex of the respiratory chain. The liberation of acetyl-CoA is performed by the acetyl-CoA C-acyltransferase (‘general’ 3-oxoacyl-CoA thiolase). Only the final cleavage of acetoacetyl-CoA is catalyzed by acetylCoA C-acetyltransferase (acetoacetyl thiolase). However in liver, a portion of acetoacetyl-CoA is used for the formation of cholesterol and of ketone bodies	PAGE 97	ADCim (Acetoacetate decarboxylation (irreversible), mitochondrial - acac + h --> acetone + co2) - HMGLm( hmgcoa --> acac + accoa)
X53	CARBOHYDRATES METABOLISM	KETOGENESIS	(R)-3-Hydroxybutanoate synthesis	iHSA (120)/recon2 (25)	It is synthesized in the liver from acetoacetate, the first ketone produced in the fasting state. It is able to cross the blood-brain-barrier into the central nervous system. Moreover, it has been determined that β-hydroxybutyric acid mediates the effects of exercise on BDNF levels in the hippocampus.	PAGE 97	HMGLm( hmgcoa --> acac + accoa) - BDHm ((R)-3-Hydroxybutanoate:NAD+ oxidoreductase (bhb + nad <==> acac + h + nadh)
X54	CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of inositol	recon2 (135)	Formed using glucose 1-phosphate via myo-inositol 1-phosphate synthase.	PAGE 49/50	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - MI1PS (myo-Inositol-1-phosphate synthase - g6p --> mi1p-D) - MI1PP (myo-inositol 1-phosphatase - h2o + mi1p-D --> inost + pi) -
X55	CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Inositol as input for glucuronate-xylulose pathway	recon2 (176)	Conversion of myo-inositol to glucuronic acid which is then able to enter the glucuronate-xylulose pathway for conversion to xylulose-5-phosphate. This product can then easily enter the pentose phosphate pathway. Hence, MIOX enables the conversion and catabolism of inositol to generate NADPH and other pentose sugars.	"PAGE 50 -- Croze ML, Soulage CO (October 2013). """"Potential role and therapeutic interests of myo-inositol in metabolic diseases"""". Biochimie. 95 (10): 1811–27. doi:10.1016/j.biochi.2013.05.011. PMID 23764390."	INOSTO (inositol oxygenase- inost + o2 --> glcur + h + h2o) GULNDer (gulonate dehydrogenase, endoplasmic reticulum - glcur + h + nadph <==> guln + nadp) - GULNter (L-gulonate endoplasmic reticular export - guln[r] --> guln[c]) - GULN3D (L-gulonate 3-dehydrogenase - guln + nad <==> 3dhguln + h + nadh) - DGULND (dehydro-L-gulonate decarboxylase - 3dhguln + h <==> co2 + xylu-L) - XYLUR (xylulose reductase - h + nadph + xylu-L <==> nadp + xylt) - XYLTD_Dr (xylitol dehydrogenase (D-xyulose-forming) - nad + xylt <==> h + nadh + xylu-D) - XYLK (xylulokinase - atp + xylu-D --> adp + h + xu5p-D)
X56	CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of phosphatidylinositol from inositol	recon2 (173)	Typically phosphatidylinositols form a minor component on the cytosolic side of eukaryotic cell membranes.	PAGE 50	CDIPTr (phosphatidylinositol synthase (Homo sapiens)- cdpdag_hs + inost <==> cmp + h + pail_hs)
X58	CARBOHYDRATES METABOLISM	STARCH DEGRADATION	Starch degradation	recon2 (248)	Needs to be degraded to glucose to be able to enter glycolysis.	PAGE 43 -- http://www.sciencedirect.com/science/article/pii/S001457930700419X	AMY1e (alpha-amylase, extracellular (strch1 -> strch2) - (8) h2o + strch1 --> (8) glc-D + strch2) - O16G2e (oligo-1,6-glucosidase (strch2 ->strch3) - h2o + strch2 --> glc-D + malt) - MALTe (alpha-glucosidase, extracellular - h2o + malt --> (2) glc-D)
X59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	Link between glyoxylate metabolism and pentose phosphate pathway (Xylulose to glycolate)	recon2 (281)	In KEGG it has the pathway, but in atalas PAGE 52, it miss the glycolate.	http://www.genome.jp/kegg-bin/show_pathway?map01200+C00160	KHK2 (ketohexokinase (D-xylulose) - atp + xylu-D --> adp + h + xu1p-D) - FBA4 (D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase - xu1p-D <==> dhap + gcald) - GCALDD (Glycolaldehyde dehydrogenase - gcald + h2o + nad --> glyclt + (2) h + nadh)
X6	ENERGY METABOLISM	ATP GENERATION	ATP generation from glucose (hypoxic conditions)	iHSA (303)/recon2 (2)	Glycolysis (Embden-Meyerhof pathway) is the conversion of glucose (or, in a wider sense, of hexoses) to pyruvate. In consecutive metabolic steps, pyruvate is oxidized in the citrate cycle or, with insufficient oxygen supply, converted to lactate (e.g., in animals, some microorganisms, and plant roots) or to ethanol (e.g., in yeast and plant roots) in order to reconstitute NAD+, which is required for further progress of glycolysis.	PAGE 37-39	HEX1 (hexokinase (D-glucose:ATP) - atp + glc-D --> adp + g6p + h) - PGI (glucose-6-phosphate isomerase - g6p <==> f6p) - PFK (phosphofructokinase - atp + f6p --> adp + fdp + h) - FBA (fructose-bisphosphate aldolase - fdp <==> dhap + g3p) -TPI (triose-phosphate isomerase - dhap <==> g3p) -GAPD ( glyceraldehyde-3-phosphate dehydrogenase - g3p + nad + pi <==> 13dpg + h + nadh) - ACYP (acylphosphatase - 13dpg + h2o --> 3pg + h + pi) - PGM (phosphoglycerate mutase - 2pg <==> 3pg) - ENO (enolase - 2pg <==> h2o + pep) - PYK (pyruvate kinase- adp + h + pep --> atp + pyr)
X60	CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	Synthesis of methylglyoxal	recon2 (80 and 121)	methylglyoxal arises from nonenzymatic phosphate elimination from glyceraldehyde phosphate and dihydroxyacetone phosphate, two intermediates of glycolysis.	Not in Atlas -- http://www.genome.jp/kegg-bin/show_pathway?map00620+C00546	MGSA dhap[c] -> mthgxl[c] + pi[c]
X61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine synthesis	iHSA (42)/recon2 (228, 229)	Because transamination reactions are readily reversible and pyruvate pervasive, alanine can be easily formed and thus has close links to metabolic pathways such as glycolysis, gluconeogenesis, and the citric acid cycle. It also arises together with lactate and generates glucose from protein via the alanine cycle.	PAGE 59-60	HEX1 (atp[c] + glc-D[c] -> adp[c] + g6p[c] + h[c])-PGI (g6p[c] <=> f6p[c])-PFK (atp[c] + f6p[c] -> adp[c] + fdp[c] + h[c])-FBA (fdp[c] <=> dhap[c] + g3p[c] )-TPI (dhap[c] <=> g3p[c])-GAPD (g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c])-PGK (3pg[c] + atp[c] <=> 13dpg[c] + adp[c]) - PGM (2pg[c] <=> 3pg[c] ) - ENO (2pg[c] <=> h2o[c] + pep[c] ) - PYK (adp[c] + h[c] + pep[c] -> atp[c] + pyr[c] ) - PYRt2m (h[c] + pyr[c] <=> h[m] + pyr[m] ) - PCm (atp[m] + hco3[m] + pyr[m] -> adp[m] + h[m] + oaa[m] + pi[m]) - PDHm (coa[m] + nad[m] + pyr[m] -> accoa[m] + co2[m] + nadh[m] ) - CSm (accoa[m] + h2o[m] + oaa[m] -> cit[m] + coa[m] + h[m] ) - ACONTm (cit[m] <=> icit[m] ) - ICDHxm (icit[m] + nad[m] -> akg[m] + co2[m] + nadh[m] ) - GLUDxm (glu-L[m] + h2o[m] + nad[m] <=> akg[m] + h[m] + nadh[m] + nh4[m] ) - ALATA_L (akg[c] + ala-L[c] <=> glu-L[c] + pyr[c] ) - GLUt2m (glu-L[c] + h[c] <=> glu-L[m] + h[m] ) -
X62	AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine degradation	iHSA (77)/recon2 (42)	Alanine plays a key role in glucose–alanine cycle between tissues and liver. In muscle and other tissues that degrade amino acids for fuel, amino groups are collected in the form of glutamate by transamination. Glutamate can then transfer its amino group through the action of alanine aminotransferase to pyruvate, a product of muscle glycolysis, forming alanine and α-ketoglutarate. The alanine formed is passed into the blood and transported to the liver. A reverse of the alanine aminotransferase reaction takes place in liver. Pyruvate regenerated forms glucose through gluconeogenesis, which returns to muscle through the circulation system. Glutamate in the liver enters mitochondria and degrades into ammonium ion through the action of glutamate dehydrogenase, which in turn participate in the urea cycle to form urea	PAGE 59-60	
X63	AMINO ACIDS METABOLISM	ALANINE METABOLISM	Synthesis of alanine from glutamine	iHSA (257)/recon2 (302)		PAGE 59-60	GLUNm (gln-L + h2o --> glu-L + nh4) - ALATA_L (L-alanine transaminase - akg + ala-L <==> glu-L + pyr)
X64	AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine synthesis	iHSA (43)	Arginine is non essential amino acid. It's part of the urea cycle.Arginine plays an important role in cell division, the healing of wounds, removing ammonia from the body, immune function, and the release of hormones.	PAGE 81 -- https://en.wikipedia.org/wiki/Arginine	CBPSam (carbamoyl-phosphate synthase (ammonia) - (2) atp + hco3 + nh4 --> (2) adp + cbp + (2) h + pi) - OCBTm (ornithine carbamoyltransferase, irreversible - cbp + orn --> citr-L + h + pi) - ORNTArm (ornithine transaminase reversible (m) - akg + orn <==> glu-L + glu5sa) - GLU5Km (glutamate 5-kinase (m) - atp + glu-L --> adp + glu5p) - G5SDym (glutamate-5-semialdehyde dehydrogenase (m) - glu5p + h + nadph --> glu5sa + nadp + pi) - ARGSS (argininosuccinate synthase - asp-L + atp + citr-L --> amp + argsuc + h + ppi ) - ARGSL (argininosuccinate lyase - argsuc <==> arg-L + fum)
X65	AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine degradation	iHSA (78)	Arginine is precursor of urea, which carries the waste nitrogen.	PAGE 81 -- https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1219836/pdf/9806879.pdf	ARGN (arginase - arg-L + h2o --> orn + urea)
X66	AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of arginine from glutamine	iHSA (258)/recon2 (298)	Glutamine is precursor for many other amino acid including arginine.	PAGE 60 -- https://openi.nlm.nih.gov/detailedresult.php?img=PMC2621195_1471-213X-8-107-1&req=4	GLUNm (gln-L + h2o --> glu-L + nh4) - ORNTArm (ornithine transaminase reversible (m) - akg + orn <==> glu-L + glu5sa) - GLU5Km (glutamate 5-kinase (m) - atp + glu-L --> adp + glu5p) - G5SDym (glutamate-5-semialdehyde dehydrogenase (m) - glu5p + h + nadph --> glu5sa + nadp + pi) - ARGSS (argininosuccinate synthase - asp-L + atp + citr-L --> amp + argsuc + h + ppi ) - ARGSL (argininosuccinate lyase - argsuc <==> arg-L + fum) - CBPSam (carbamoyl-phosphate synthase (ammonia) - (2) atp + hco3 + nh4 --> (2) adp + cbp + (2) h + pi) - OCBTm (ornithine carbamoyltransferase, irreversible - cbp + orn --> citr-L + h + pi) - equation - (2 gln-L + 2 h2o + nadph +(4) atp + hco3 + asp-L --> (3) adp + 3 h + 3pi+ nh4+ akg + nadp + amp + ppi + arg-L + fum )
X67	AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of nitric oxide from arginine	iHSA (260)/recon2 (47, 308)	Nitric oxide synthases (EC 1.14.13.39) (NOSs) are a family of enzymes catalyzing the production of nitric oxide (NO) from L-arginine. NO is an important cellular signaling molecule.	PAGE 81	NOS1 (Nitric Oxide Synthase (intermediate forming)- arg-L + h + nadph + o2 --> h2o + nadp + nwharg) and NOS2 (Nitric Oxide Synthase (NO forming)- nadph + (2) nwharg + (2) o2 --> (2) citr-L + h + (2) h2o + nadp + (2) no)
X68	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Synthesis of aspartate from glutamine	iHSA (261)/recon2 (292)	Aspartate is non essential amino acid. the transfer of an amine group from another molecule such as alanine or glutamine yields aspartate and an alpha-keto acid. It's also byproduct of urea cycle.	PAGE 60	GLUNm (gln-L + h2o --> glu-L + nh4) - ASPTA (aspartate transaminase- akg + asp-L <==> glu-L + oaa)
X69	AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of creatine from arginine	iHSA (102)/recon2 (45)	Creatine is a nitrogenous organic acid that occurs naturally in vertebrates. Its main role is to facilitate recycling of adenosine triphosphate (ATP), the energy currency of the cell, primarily in muscle and brain tissue.	PAGE 81	GLYAMDTRc (glycine amidinotransferase - arg-L + gly <==> gudac + orn) - GACMTRc (guanidinoacetate N-methyltransferase - amet + gudac <==> ahcys + creat + h)
X7	ENERGY METABOLISM	OXIDATIVE PHOSPHORYLATION & ROS DETOXIFICATION	Reactive oxygen species detoxification (H2O2 to H2O)	iHSA (271, 272)/recon2 (201,202)	Molecular oxygen, the most important element of aerobic life, can enter into some side reactions, which release dangerous reactive oxygen species (ROS) or reactive oxygen intermediates (ROI). Therefore, appropriate protection mechanisms are essential. On the other hand, ROS can be used for defense and for regulatory reactions. -- Hydrogen peroxide (H2O2) is a reaction product of various oxidases (e.g., in peroxisomes and in the endoplasmic reticulum) and a product of the SOD reaction. H2O2 toxicity may be partly caused by direct inactivation of enzymes and (mostly reversible) of hemoproteins. H2O2 also can give rise to the very deleterious hydroxyl radical HO• by reaction with semiquinones	PAGE 70-71	CATm (catalase - (2) h2o2 --> (2) h2o + o2)
X70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine synthesis	iHSA (44)	It's non essential amino acid and is required for development and function of the brain. Duarte, et al.( Metabolic responses of CHO cells to limitation of key amino acids. Biotechnol. Bioeng. 111, 2095–106 (2014)) report of an asparagine auxotrophy but rhe asparagine synthesis reaction has strong transcriptomic and proteomic evidence for its presence in CHO cell lines (Hefzi et al., CHO GeM).	PAGE 60	ASNS1 (asparagine synthase (glutamine-hydrolysing) - asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi)
X71	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine degradation	iHSA (79)/recon2 (53)	Asparagine usually enters the citric acid cycle in humans as oxaloacetate.	PAGE 60 -- (https://en.wikipedia.org/wiki/Asparagine)	ASNS1 (asparagine synthase (glutamine-hydrolysing) - asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi)
